temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
23.11,0.05,0.0956423,0.0200135,4.50637,6.60659,4.67714
23.11,0.05,0.10366,0.0196594,4.50637,6.60659,4.62406
27.46,0.2,0.112928,0.0203985,3.91605,6.39103,4.32733
23.11,0.05,0.101528,0.0198931,4.50637,6.60659,5.05121
23.11,0.05,0.104644,0.0201397,4.50637,6.60659,4.96645
23.11,0.01,0.101528,0.0198931,4.61349,6.60659,4.48763
23.11,0.05,0.10366,0.0196594,4.61349,6.60659,4.41769
25.73,0.11,0.104644,0.0201397,4.61349,6.70627,4.11778
23.11,0.05,0.10366,0.0196594,4.61349,6.60659,4.57421
40.62,0.05,0.0963568,0.0208937,7.45593,6.60659,4.40516
71.47,0.01,0.104644,0.0201397,7.45593,6.60659,4.44416
68.9,0.05,0.10366,0.0196594,7.45593,6.60659,4.4256
27.76,0.14,0.116787,0.0198918,3.54031,6.21261,4.58248
27.76,0.14,0.100564,0.017131,3.54031,6.21261,4.56049
26.63,0.04,0.0912235,0.0214682,5.81097,10.4812,4.25381
219.64,0.05,0.10948,0.0190887,5.05073,6.21261,4.33832
22.64,0.05,0.0971982,0.0211045,7.8318,8.88765,4.82294
198.26,0.13,0.100564,0.017131,7.8318,8.88765,4.46849
224.75,0.12,0.116787,0.0198918,7.7183,8.81842,4.53374
27.97,0.1,0.106387,0.0209843,7.8318,8.88765,4.75912
23.11,0.05,0.104644,0.0201397,4.67156,6.60659,4.5824
63.34,0.05,0.101528,0.0198931,7.45593,6.60659,4.37721
41.7,0.13,0.110123,0.0208282,7.8318,8.88765,4.59078
203.98,0.15,0.103275,0.0181903,7.8318,8.88765,4.66113
222.02,0.19,0.10948,0.0190887,7.8318,8.88765,4.63966
27.76,0.15,0.103275,0.0181903,3.54031,6.21261,4.67624
261.08,0.13,0.125634,0.0201618,7.33631,8.5865,4.42255
28.6,0.16,0.0998011,0.0182331,5.59112,6.83693,5.09788
23.11,0.04,0.0998011,0.0182331,9.24794,13.3201,6.5607
23.11,0.1,0.0998011,0.0182331,9.24794,13.3201,6.44804
23.11,0.04,0.106041,0.0196329,9.24794,13.3201,6.46493
23.11,0.04,0.100131,0.0193863,9.24794,13.3201,6.45156
49.38,0.02,0.1047,0.020387,7.45593,12.1234,4.13419
23.11,0.09,0.100131,0.0193863,9.24794,13.3201,6.39239
23.11,0.1,0.0998011,0.0182331,9.24794,13.3201,6.35413
49.38,0.02,0.1047,0.020387,7.45593,12.1234,4.13988
52.88,0.01,0.106041,0.0196329,7.45593,12.1234,4.04749
23.11,0.12,0.106041,0.0196329,9.24794,13.3201,6.38014
29.12,0.1,0.1099,0.0152777,5.0898,6.83693,4.41137
84.19,0.12,0.1099,0.0152777,4.42277,5.81097,4.43459
28.6,0.08,0.100355,0.019573,4.42277,5.81097,4.68939
29.01,0.12,0.101528,0.0141098,5.0898,6.83693,4.39878
28.6,0.14,0.0984033,0.012882,4.42277,5.81097,4.58309
28.6,0.14,0.101528,0.0141098,4.42277,5.81097,4.48361
28.6,0.15,0.0984033,0.012882,5.59112,6.83693,4.76785
18.98,0.06,0.125219,0.0228354,4.2825,6.41873,3.96241
18.98,0.13,0.125219,0.0228354,4.2825,6.41873,3.95662
18.98,0.13,0.125219,0.0108513,4.2825,6.41873,3.86902
18.98,0.09,0.125219,0.0228354,4.2825,6.41873,3.96844
18.98,0.13,0.125219,0.0151738,4.2825,6.41873,3.89569
18.98,0.12,0.125219,0.0228354,3.97907,6.41873,3.90434
28.32,0.01,0.123539,0.0227336,4.61349,4.87335,4.31418
30.59,0.01,0.124584,0.02301,4.61349,4.87335,4.39251
30.59,0.11,0.126525,0.0226132,4.61349,4.87335,4.34066
20,0.2,0.115852,0.0231857,4.61349,4.87335,4.39051
30.59,0.11,0.125837,0.0225096,4.61349,4.87335,4.33208
30.59,0.01,0.126859,0.0229532,4.61349,4.87335,4.42239
275.51,0.11,0.127167,0.0223795,4.99707,4.87335,4.08409
21.9,0.25,0.119711,0.0231508,4.61349,4.87335,4.36592
30.59,0.25,0.126859,0.0229532,4.61349,4.87335,4.33577
30.59,0.25,0.124584,0.02301,4.61349,4.87335,4.41052
13.75,0.11,0.114454,0.0228898,4.61349,4.87335,4.26772
30.59,0.25,0.126525,0.0226132,4.61349,4.87335,4.40038
28.32,0.25,0.123539,0.0227336,4.61349,4.87335,4.59501
275.51,0.25,0.127167,0.0223795,4.99707,4.87335,4.14559
30.59,0.25,0.125837,0.0225096,4.61349,4.87335,4.43762
275.51,0.01,0.127167,0.0223795,4.99707,4.87335,4.1703
30.59,0.01,0.125837,0.0225096,4.61349,4.87335,4.33581
18.98,0.04,0.125219,0.0228354,4.22454,6.41873,4.72806
30.59,0.01,0.126525,0.0226132,4.61349,4.87335,4.23387
18.98,0.18,0.125219,0.0228354,3.97907,6.41873,4.15943
275.51,0.25,0.127167,0.0223795,4.99707,4.87335,4.16078
20,0.11,0.115852,0.0231857,4.61349,4.87335,4.37615
30.59,0.25,0.125837,0.0225096,4.61349,4.87335,4.3945
28.32,0.2,0.123539,0.0227336,4.61349,4.87335,4.44976
30.59,0.25,0.126859,0.0229532,4.61349,4.87335,4.37595
18.98,0.2,0.125219,0.0228354,4.85726,6.41873,4.07806
21.9,0.22,0.119711,0.0231508,4.61349,4.87335,4.38541
30.59,0.23,0.124584,0.02301,4.61349,4.87335,4.56123
30.59,0.25,0.126525,0.0226132,4.61349,4.87335,4.37403
28.32,0.01,0.123539,0.0227336,4.61349,4.87335,4.26329
30.59,0.01,0.124584,0.02301,4.61349,4.87335,4.37031
13.75,0.19,0.114454,0.0228898,4.61349,4.87335,4.23263
275.51,0.24,0.127167,0.0109307,4.99707,5.20041,4.43799
30.59,0.06,0.124584,0.02301,4.61349,5.2935,4.31264
28.32,0.25,0.123539,0.0162784,4.67156,6.57302,4.33472
30.59,0.24,0.126525,0.0226132,4.61349,4.87335,4.52244
68.06,0.25,0.127167,0.0223795,4.99707,4.87335,4.17506
61.71,0.01,0.127167,0.0223795,4.99707,4.87335,4.17858
58.47,0.12,0.127167,0.0223795,4.99707,4.87335,4.1755
30.59,0.01,0.124584,0.02301,4.61349,4.87335,4.47613
28.32,0.25,0.123539,0.0220867,4.61349,4.87335,4.35745
28.32,0.16,0.123539,0.0227336,4.61349,4.87335,4.36614
30.59,0.25,0.126859,0.0229532,4.67156,6.76135,4.40857
30.59,0.24,0.126525,0.0226132,4.61349,5.2935,4.25156
13.75,0.15,0.114454,0.0228898,4.61349,4.87335,4.40521
28.32,0.25,0.123539,0.0227336,4.61349,4.87335,4.33491
30.59,0.11,0.126525,0.0226132,4.61349,4.87335,4.33819
30.59,0.25,0.126859,0.0229532,4.61349,4.87335,4.3957
