temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
27.76,0.1,0.0855919,0.00155714,5.84891,4.62397,4.3073
25.04,0.08,0.0876966,0.0125604,2.86555,10.4154,4.89689
26.6,0.1,0.0855919,0.00155714,5.84891,4.85726,4.45436
27.76,0.08,0.0899875,0.0124827,2.89992,10.3964,4.82547
25.04,0.07,0.0876966,0.0125604,3.42115,10.5165,5.42762
26.6,0.02,0.0899875,0.0124827,3.54095,10.3964,5.1365
26.6,0.26,0.0648861,0.00394589,4.29325,4.85726,4.59458
23.32,0.04,0.0810933,0.0055116,4.33915,7.33631,4.82704
0.81,0.06,0.0756442,0.0226843,7.41627,12.3965,6.84875
23.32,0.04,0.0810933,0.0055116,3.69069,6.60659,5.04346
23.32,0.04,0.0810933,0.0055116,3.69069,6.60659,4.80428
25.04,0.02,0.0876966,0.0125604,3.54095,10.4154,5.11758
27.76,0.22,0.0735775,0.00644499,4.42277,4.64435,4.65552
1.42,0.09,0.0735775,0.0238291,6.50076,11.9287,5.81497
24.4,0.08,0.0735775,0.016229,3.54031,13.8385,4.68168
74.96,0.14,0.0648861,0.0221866,2.86555,5.59112,3.97521
70.5,0.22,0.0735775,0.00644499,4.67156,6.19181,3.57217
26.6,0.11,0.066504,0.00789315,3.63724,5.59112,3.69903
0.81,0.05,0.0756442,0.0226843,7.41627,12.3965,6.75806
57.52,0.05,0.0691136,0.024282,4.29325,5.84891,4.49072
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.40582
0.81,0.06,0.0756442,0.0226843,7.41627,12.3965,6.62674
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.48656
52.31,0.01,0.0691136,0.024282,4.29325,5.84891,4.43194
5.95,0.08,0.0820173,0.0224433,4.34446,7.2453,5.61379
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.51294
26.96,0.08,0.0876966,0.0223402,4.25389,5.84891,5.07588
26.1,0.08,0.0878643,0.0226555,4.61349,6.5167,4.82165
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.74195
49.71,0.08,0.0691136,0.024282,4.25876,5.84891,4.91356
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.60087
29.12,0.08,0.0691136,0.0220321,5.2935,12.5795,5.06008
7.66,0.07,0.104322,0.0233428,4.93303,7.65806,5.95368
31.31,0.08,0.103922,0.0230946,4.34446,19.8466,5.31352
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.75584
24.97,0.04,0.103922,0.0230946,3.8782,6.60659,5.84267
49.71,0.08,0.0691136,0.024282,4.29325,5.84891,4.53696
67.83,0.07,0.0820173,0.0224433,4.34446,8.62959,4.93744
29.12,0.07,0.0820173,0.0224433,3.54031,8.62959,5.17261
27.76,0.08,0.0691136,0.0220321,5.2935,12.5795,5.06812
